id,name,platform,year_of_Release,genre,publisher,na_Sales,eu_Sales,jp_Sales,other_Sales,global_Sales,critic_Score,user_Score,developer,rating
201,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,7.6,Nintendo,E
202,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,8.9,Nintendo,E
203,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,8.4,Vicarious Visions,T
204,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.79,1.39,1.11,0.29,4.57,86.0,8.4,Next Level Games,E
205,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.51,2.16,0.19,0.71,4.57,93.0,7.9,Naughty Dog,T
206,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,8.2,Turn 10,E
207,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.0,1.7,0.08,0.75,4.54,86.0,8.1,Bluepoint Games,T
208,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,7.9,EA Tiburon,E
209,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.95,0.22,0.48,4.53,,,,
210,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,7.9,Neversoft Entertainment,T
211,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.8,1.92,0.07,0.74,4.52,,,,
212,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,8.2,EA Sports,E
213,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,7.9,Treyarch,E
214,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,
215,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,8.9,SCE Santa Monica,M
216,Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.1,0.46,0.33,4.42,77.0,7.9,Nintendo,E10+
217,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,7.5,Neversoft Entertainment,T
218,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,8.9,Konami,E
219,Splatoon,WiiU,2015,Shooter,Nintendo,1.53,1.15,1.45,0.25,4.39,81.0,8.6,Nintendo,E10+
220,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,8.7,Bethesda Softworks,M
221,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,9.2,EA Canada,T
222,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.32,0.01,0.39,4.36,56.0,8.2,Ubisoft Paris Ubisoft Montpellier,E10+
223,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.7,1.23,0.03,0.4,4.36,84.0,6.5,343 Industries,T
224,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.72,0.14,0.75,4.34,86.0,8.1,Insomniac Games,M
225,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.55,1.92,0.19,0.68,4.34,,4.8,High Moon Studios,M
226,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,9.0,Square Enix,E10+
227,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.76,1.11,0.0,0.4,4.28,,4.9,High Moon Studios,M
228,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,6.5,Lionhead Studios,M
229,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.02,0.04,0.64,4.27,,4.4,EA Sports,E
230,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.1,1.12,0.73,0.32,4.27,93.0,9.0,Nintendo,E
231,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,7.3,Mass Media,E
232,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,9.3,KCEJ,M
233,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.23,,,,
234,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.31,0.07,0.61,4.22,91.0,8.9,Rocksteady Studios,T
235,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,7.5,Ubisoft Montreal,M
236,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,4.2,EA Canada,E
237,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,8.7,Ready at Dawn,E10+
238,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,,,
239,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,7.8,EA Canada,E
240,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,7.5,SCEE Zoe Mode,E
241,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,7.1,Polyphony Digital,E
242,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,7.2,Ubisoft Montreal,M
243,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,,,,
244,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.04,0.58,0.52,4.16,94.0,7.3,Capcom,T
245,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,,,,
246,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.48,1.28,0.01,0.38,4.15,88.0,6.2,Bethesda Game Studios,M
247,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,7.7,EA Sports,E
248,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.41,1.94,0.13,0.65,4.14,,,,
249,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,9.1,Valve Software,M
250,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,
251,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,7.9,Blizzard Entertainment,T
252,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,8.9,SCE Santa Monica,M
253,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,8.2,Konami,E
254,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,8.3,Turn 10,E
255,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,6.0,Cat Daddy Games,E
256,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.03,0.04,0.33,4.05,84.0,8.1,Obsidian Entertainment,M
257,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,,
258,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,8.5,Namco,T
259,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,88.0,8.9,Nintendo,E
260,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.18,0.1,0.62,4.02,85.0,7.7,Ubisoft Montreal,M
261,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.87,0.11,0.64,4.01,80.0,6.3,Ubisoft Montreal,M
262,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,,Digital Eclipse,E10+
263,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,8.6,Valve Software,M
264,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,8.0,Nintendo,E10+
265,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.75,0.92,0.37,3.94,84.0,8.8,Level 5,E10+
266,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,8.0,Bethesda Game Studios,M
267,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.04,0.08,0.62,3.93,70.0,4.9,Ubisoft Ubisoft Montreal,M
268,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,8.7,EA Canada,E
269,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,8.7,Neversoft Entertainment,T
270,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,8.7,Capcom,T
271,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,8.6,Namco,T
272,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.87,87.0,6.8,Visual Concepts,E10+
273,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,7.3,Evolution Studios,T
274,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.5,1.63,0.1,0.62,3.86,87.0,7.6,Rocksteady Studios,M
275,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.1,0.0,0.6,3.85,94.0,8.1,Bethesda Game Studios,M
276,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,9.1,KCET,E
277,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,,
278,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.12,0.1,0.5,3.84,76.0,7.9,SCEA Zindagi Games,E10+
279,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,0.99,2.05,0.22,0.57,3.83,92.0,9.2,CD Projekt Red Studio,M
280,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,4.0,Nintendo Namco Bandai Games,E
281,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.82,78.0,3.7,Infinity Ward,M
282,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,,,,
283,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,6.9,Nintendo,E
284,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,
285,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,,,,
286,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,7.5,Traveller's Tales,E10+
287,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,8.0,Maxis,T
288,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,,,,
289,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,7.5,Argonaut Games,E
290,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,
291,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,,,,
292,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,8.8,Insomniac Games,E
293,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,7.9,Intelligent Systems,E
294,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.7,88.0,8.1,Ubisoft,M
295,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,7.6,EA Canada,E
296,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.32,1.64,0.15,0.58,3.68,80.0,7.0,Massive Entertainment,M
297,Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,,,,
298,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,8.5,Neversoft Entertainment,T
299,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,7.3,TOSE,E
300,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,8.4,Rockstar Leeds,E10+
301,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,92.0,9.2,Rare Ltd.,E
302,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,7.9,Zipper Interactive,M
303,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,8.7,Naughty Dog,E
304,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,77.0,7.5,Hal,E
305,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,7.9,Konami,E
306,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,8.9,Capcom,M
307,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,7.6,Vicarious Visions,T
308,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.61,91.0,7.6,EA Sports,E
309,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,8.7,Pandemic Studios,T
310,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,
311,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,7.7,Fox Interactive,T
312,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,8.5,Nintendo,E
313,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,9.0,Pandemic Studios,T
314,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.58,,6.2,Ubisoft,E10+
315,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.58,85.0,6.9,EA DICE,M
316,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,8.0,Office Create,E
317,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,,,
318,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,
319,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1.97,1.25,0.02,0.31,3.55,,,,
320,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,7.8,Rockstar Leeds,M
321,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,6.8,Team Soho,M
322,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,
323,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,7.9,EA Redwood Shores,T
324,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,
325,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,,,,
326,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,7.5,EA Sports,E
327,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,
328,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,7.9,Certain Affinity,M
329,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,7.5,Capcom,M
330,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,4.1,Ubisoft Ubisoft Montreal,M
331,FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,6.4,EA Canada,E
332,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.38,0.03,0.24,3.49,89.0,8.3,Ubisoft Montreal,M
333,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,5.8,EA DICE,M
334,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,8.7,Rocksteady Studios,T
335,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.0,0.02,0.31,3.47,79.0,5.6,EA DICE,M
336,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,8.6,EA DICE,M
337,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46,,,,
338,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,8.8,Vicarious Visions,E10+
339,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,8.4,Agenda,E
340,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,,,,
341,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,8.3,Namco,T
342,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.71,0.03,0.29,3.43,84.0,8.2,Gearbox Software,M
343,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,8.0,DMA Design,T
344,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,8.9,Treyarch,T
345,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.36,0.48,0.48,3.4,93.0,8.2,Kojima Productions Moby Dick Studio,M
346,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,6.7,EA Canada,E
347,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,8.2,Eurocom Entertainment Software,E
348,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.04,0.06,0.46,3.39,91.0,8.4,Media Molecule,E
349,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0.0,0.31,3.37,75.0,5.5,Bungie Software Bungie,T
350,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.01,0.0,0.32,3.37,76.0,7.9,Traveller's Tales,E10+
351,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,,,,
352,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,95.0,9.2,Nintendo,E
353,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,8.5,Ubisoft Montreal,M
354,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,,,,
355,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.96,0.07,0.51,3.34,,,,
356,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,,,,
357,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,8.5,Eurocom Entertainment Software,T
358,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,,,,
359,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,7.2,Double Helix Games,T
360,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,7.8,Nintendo,E10+
361,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,8.5,Rockstar Toronto,M
362,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,7.9,Ubisoft,M
363,Monster Hunter X,3DS,2015,Action,Capcom,0.26,0.2,2.79,0.04,3.29,,,,
364,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,8.7,EA Games,T
365,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,8.0,Luxoflux Inc.,M
366,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.07,0.0,3.18,0.01,3.26,,,,
367,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,9.2,Level 5,E10+
368,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,,,,
369,Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,4.6,Nintendo,E
370,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,,,,
371,FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.23,3.24,84.0,4.4,EA Sports,E
372,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.59,3.23,83.0,5.9,EA Sports,E
373,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.67,0.4,0.44,3.22,81.0,7.7,Polyphony Digital,E
374,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,1.0,0.03,0.29,3.21,85.0,7.3,343 Industries,M
375,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,,,,
376,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,,,,
377,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,8.6,Ready at Dawn,M
378,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,8.1,Shiny Entertainment,T
379,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,8.0,Square Enix,T
380,Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,7.6,Harmonix Music Systems,T
381,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.17,0.87,0.93,0.19,3.17,88.0,8.8,Nintendo,E
382,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,7.7,Team Bondi,M
383,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,9.1,Namco,E
384,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,8.9,Nintendo,E
385,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.5,0.32,0.0,0.32,3.14,82.0,7.5,Splash Damage The Coalition,M
386,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,6.5,EA Canada,E
387,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,,8.0,1st Playable Productions,E
388,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,9.1,Neversoft Entertainment,E
389,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,88.0,,EA Canada,E
390,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,,,,
391,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,8.5,Dimps Corporation Sonic Team,E
392,Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.21,3.12,73.0,6.8,Nd Cube,E
393,Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,9.0,Nintendo,E
394,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,7.8,Obsidian Entertainment,M
395,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,7.8,Indies Zero,E
396,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,8.0,4J Studios,M
397,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,5.4,Capcom,M
398,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,8.9,BioWare,M
399,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,8.0,Dimps Corporation,T
400,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.23,3.09,91.0,8.9,Nintendo,E
401,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,7.9,EA Sports,E
402,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,7.8,Maxis,T
